"shots_detailID","TableIndex","MatchID","GameWeek","Player","ForTeam","AgainstTeam","RelativeStrength","Time","ShotOutcome","AssistedBy","ShotType","ShotPosition","ShotSide","Close"
"4168","7","59080","19","William Smallbone","Southampton","Leicester City","-1","46","Saved","Stuart Armstrong","right footed shot","outside the box","N/A","close"
"4169","8","59080","19","Ryan Bertrand","Southampton","Leicester City","-1","41","Saved","James Ward-Prowse","left footed shot","the box","the left","close"
"4170","9","59080","19","Che Adams","Southampton","Leicester City","-1","23","Saved","Theo Walcott","right footed shot","the box","the right","close"
"4171","10","59080","19","Harvey Barnes","Leicester City","Southampton","1","19","Saved","Marc Albrighton","left footed shot","the box","the centre","close"
"4172","11","59080","19","Stuart Armstrong","Southampton","Leicester City","-1","90+4","Miss","N/A","right footed shot","outside the box","N/A","not close"
"4173","12","59080","19","Wilfred Ndidi","Leicester City","Southampton","1","89","Miss","Marc Albrighton","right footed shot","outside the box","N/A","not close"
"4174","13","59080","19","Daniel N'Lundulu","Southampton","Leicester City","-1","85","Miss","Kyle Walker-Peters","header","the box","the centre","not close"
"4175","14","59080","19","James Ward-Prowse","Southampton","Leicester City","-1","78","Miss","Stuart Armstrong","right footed shot","the box","the centre","not close"
"4176","15","59080","19","Timothy Castagne","Leicester City","Southampton","1","70","Miss","James Maddison","header","the box","the centre","not close"
"4177","16","59080","19","Jamie Vardy","Leicester City","Southampton","1","68","Miss","Harvey Barnes","header","the box","the centre","not close"
"4178","17","59080","19","Jamie Vardy","Leicester City","Southampton","1","67","Miss","Youri Tielemans","left footed shot","a difficult angle","the left","not close"
"4179","18","59080","19","Jamie Vardy","Leicester City","Southampton","1","62","Miss","Harvey Barnes","header","the box","the centre","not close"
"4180","19","59080","19","Theo Walcott","Southampton","Leicester City","-1","46","Miss","N/A","right footed shot","the box","the right","not close"
"4181","20","59080","19","Wilfred Ndidi","Leicester City","Southampton","1","45+2","Miss","N/A","left footed shot","outside the box","N/A","not close"
"4182","21","59080","19","Harvey Barnes","Leicester City","Southampton","1","43","Miss","James Maddison","right footed shot","the box","the left","not close"
"4183","22","59080","19","Jamie Vardy","Leicester City","Southampton","1","37","Miss","Marc Albrighton","right footed shot","the box","the centre","not close"
"4184","23","59080","19","James Maddison","Leicester City","Southampton","1","28","Miss","N/A","right footed shot","outside the box","N/A","not close"
"4185","0","59081","19","Paul Pogba","Manchester United","Liverpool","-1","84","Blocked","Luke Shaw","header","the box","the centre","not close"
"4186","1","59081","19","Mohamed Salah","Liverpool","Manchester United","1","72","Blocked","Roberto Firmino","left footed shot","outside the box","N/A","not close"
"4187","2","59081","19","Marcus Rashford","Manchester United","Liverpool","-1","67","Blocked","N/A","right footed shot","outside the box","N/A","not close"
"4188","3","59081","19","Mohamed Salah","Liverpool","Manchester United","1","62","Blocked","N/A","left footed shot","the box","the centre","not close"
"4189","4","59081","19","Roberto Firmino","Liverpool","Manchester United","1","59","Blocked","Andrew Robertson","right footed shot","the six yard box","the right","not close"
"4190","5","59081","19","Bruno Fernandes","Manchester United","Liverpool","-1","53","Blocked","Anthony Martial","left footed shot","a difficult angle","the left","not close"
"4191","6","59081","19","Sadio Mane","Liverpool","Manchester United","1","48","Blocked","Mohamed Salah","header","the box","the centre","not close"
"4192","7","59081","19","Georginio Wijnaldum","Liverpool","Manchester United","1","25","Blocked","N/A","right footed shot","outside the box","N/A","not close"
"4193","8","59081","19","Roberto Firmino","Liverpool","Manchester United","1","22","Blocked","Sadio Mane","right footed shot","the box","the left","not close"
"4194","9","59081","19","Xherdan Shaqiri","Liverpool","Manchester United","1","21","Blocked","Andrew Robertson","left footed shot","outside the box","N/A","not close"
"4195","10","59081","19","Roberto Firmino","Liverpool","Manchester United","1","14","Blocked","Thiago","right footed shot","outside the box","N/A","not close"
"4196","11","59081","19","Paul Pogba","Manchester United","Liverpool","-1","83","Saved","N/A","right footed shot","the box","the centre","close"
"4197","12","59081","19","Thiago","Liverpool","Manchester United","1","78","Saved","Jordan Henderson","right footed shot","outside the box","N/A","close"
"4198","13","59081","19","Bruno Fernandes","Manchester United","Liverpool","-1","75","Saved","Luke Shaw","right footed shot","the box","the centre","close"
"4199","14","59081","19","Paul Pogba","Manchester United","Liverpool","-1","72","Saved","Bruno Fernandes","header","the box","the centre","close"
"4200","15","59081","19","Bruno Fernandes","Manchester United","Liverpool","-1","65","Saved","Fred","right footed shot","outside the box","N/A","close"
"4201","16","59081","19","Trent Alexander-Arnold","Liverpool","Manchester United","1","55","Saved","Roberto Firmino","right footed shot","the box","the left","close"
"4202","17","59081","19","Roberto Firmino","Liverpool","Manchester United","1","34","Saved","Mohamed Salah","left footed shot","the box","the centre","close"
"4203","18","59081","19","Thiago","Liverpool","Manchester United","1","80","Miss","Georginio Wijnaldum","right footed shot","outside the box","N/A","not close"
"4204","19","59081","19","Jordan Henderson","Liverpool","Manchester United","1","63","Miss","Xherdan Shaqiri","header","the six yard box","the right","not close"
"4205","20","59081","19","Bruno Fernandes","Manchester United","Liverpool","-1","34","Miss","N/A","right footed shot","outside the box","N/A","close"
"4206","21","59081","19","Xherdan Shaqiri","Liverpool","Manchester United","1","25","Miss","Thiago","left footed shot","outside the box","N/A","not close"
"4207","22","59081","19","Mohamed Salah","Liverpool","Manchester United","1","22","Miss","N/A","left footed shot","outside the box","N/A","not close"
"4208","23","59081","19","Roberto Firmino","Liverpool","Manchester United","1","17","Miss","Sadio Mane","left footed shot","the box","the centre","not close"
"4209","24","59081","19","Andrew Robertson","Liverpool","Manchester United","1","14","Miss","N/A","left footed shot","the box","the left","not close"
"4210","0","59082","19","Raheem Sterling","Manchester City","Crystal Palace","2","88","Goal","N/A","right footed shot","long range","N/A","close"
"4211","1","59082","19","John Stones","Manchester City","Crystal Palace","2","68","Goal","N/A","left footed shot","the box","the centre","close"
"4212","2","59082","19","Ilkay Gundogan","Manchester City","Crystal Palace","2","56","Goal","N/A","right footed shot","outside the box","N/A","close"
"4213","3","59082","19","John Stones","Manchester City","Crystal Palace","2","26","Goal","Kevin De Bruyne","header","the box","the centre","close"
"4214","4","59082","19","Jordan Ayew","Crystal Palace","Manchester City","-2","58","Blocked","Joel Ward","right footed shot","the box","the right","not close"
"4215","5","59082","19","Kevin De Bruyne","Manchester City","Crystal Palace","2","23","Blocked","N/A","right footed shot","the box","the centre","not close"
"4216","6","59082","19","Raheem Sterling","Manchester City","Crystal Palace","2","23","Blocked","Kevin De Bruyne","right footed shot","the box","the left","not close"
"4217","7","59082","19","Kevin De Bruyne","Manchester City","Crystal Palace","2","23","Blocked","Ilkay Gundogan","left footed shot","outside the box","N/A","not close"
"4218","8","59082","19","Ilkay Gundogan","Manchester City","Crystal Palace","2","12","Blocked","Gabriel Jesus","right footed shot","outside the box","N/A","not close"
"4219","9","59082","19","Ruben Dias","Manchester City","Crystal Palace","2","68","Saved","Kevin De Bruyne","header","the box","the centre","close"
"4220","10","59082","19","Gabriel Jesus","Manchester City","Crystal Palace","2","38","Saved","Ilkay Gundogan","header","the box","the centre","close"
"4221","11","59082","19","Kevin De Bruyne","Manchester City","Crystal Palace","2","62","Miss","Gabriel Jesus","right footed shot","outside the box","N/A","close"
"4222","12","59082","19","Ilkay Gundogan","Manchester City","Crystal Palace","2","35","Miss","N/A","right footed shot","outside the box","N/A","not close"
"4223","13","59082","19","Ilkay Gundogan","Manchester City","Crystal Palace","2","23","Miss","N/A","right footed shot","the box","the centre","not close"
"4224","14","59082","19","Eberechi Eze","Crystal Palace","Manchester City","-2","20","Miss","James McArthur","right footed shot","long range","N/A","not close"
"4225","0","59083","19","Tanguy Ndombele","Tottenham Hotspur","Sheffield United","1","62","Goal","Steven Bergwijn","right footed shot","the box","the left","close"
"4226","1","59083","19","David McGoldrick","Sheffield United","Tottenham Hotspur","-1","59","Goal","John Fleck","header","the box","the centre","close"
"4227","2","59083","19","Harry Kane","Tottenham Hotspur","Sheffield United","1","40","Goal","Pierre-Emile Højbjerg","right footed shot","outside the box","N/A","close"
"4228","3","59083","19","Serge Aurier","Tottenham Hotspur","Sheffield United","1","5","Goal","Son Heung-Min","header","very close range","N/A","close"
"4229","4","59083","19","Son Heung-Min","Tottenham Hotspur","Sheffield United","1","8","Woodwork","Harry Kane","right footed shot","the box","the right","close"
"4230","5","59083","19","Tanguy Ndombele","Tottenham Hotspur","Sheffield United","1","78","Blocked","N/A","right footed shot","outside the box","N/A","not close"
"4231","6","59083","19","Son Heung-Min","Tottenham Hotspur","Sheffield United","1","77","Blocked","Harry Kane","right footed shot","the box","the left","not close"
"4232","7","59083","19","Harry Kane","Tottenham Hotspur","Sheffield United","1","69","Blocked","Ben Davies","right footed shot","outside the box","N/A","not close"
"4233","8","59083","19","David McGoldrick","Sheffield United","Tottenham Hotspur","-1","49","Blocked","John Fleck","right footed shot","outside the box","N/A","not close"
"4234","9","59083","19","Enda Stevens","Sheffield United","Tottenham Hotspur","-1","49","Blocked","Chris Basham","left footed shot","the box","the centre","not close"
"4235","10","59083","19","Jayden Bogle","Sheffield United","Tottenham Hotspur","-1","43","Blocked","N/A","right footed shot","the box","the right","not close"
"4236","11","59083","19","David McGoldrick","Sheffield United","Tottenham Hotspur","-1","35","Blocked","Oliver Norwood","right footed shot","the box","the centre","not close"
"4237","12","59083","19","Oliver Burke","Sheffield United","Tottenham Hotspur","-1","35","Blocked","N/A","right footed shot","outside the box","N/A","not close"
"4238","13","59083","19","Oliver Norwood","Sheffield United","Tottenham Hotspur","-1","22","Blocked","Oliver Burke","right footed shot","outside the box","N/A","not close"
"4239","14","59083","19","Oliver Burke","Sheffield United","Tottenham Hotspur","-1","10","Blocked","David McGoldrick","left footed shot","the box","the left","not close"
"4240","15","59083","19","Harry Kane","Tottenham Hotspur","Sheffield United","1","1","Blocked","N/A","right footed shot","outside the box","N/A","not close"
"4241","16","59083","19","Pierre-Emile Højbjerg","Tottenham Hotspur","Sheffield United","1","1","Blocked","Son Heung-Min","left footed shot","outside the box","N/A","not close"
"4242","17","59083","19","David McGoldrick","Sheffield United","Tottenham Hotspur","-1","70","Saved","Ethan Ampadu","right footed shot","outside the box","N/A","close"
"4243","18","59083","19","Ethan Ampadu","Sheffield United","Tottenham Hotspur","-1","64","Saved","N/A","header","the box","the centre","close"
"4244","19","59083","19","Harry Kane","Tottenham Hotspur","Sheffield United","1","50","Saved","Pierre-Emile Højbjerg","left footed shot","outside the box","N/A","close"
"4245","20","59083","19","John Fleck","Sheffield United","Tottenham Hotspur","-1","36","Saved","Oliver Norwood","right footed shot","outside the box","N/A","close"
"4246","21","59083","19","Oliver Burke","Sheffield United","Tottenham Hotspur","-1","29","Saved","John Fleck","right footed shot","outside the box","N/A","close"
