"shots_detailID","TableIndex","MatchID","GameWeek","Player","ForTeam","AgainstTeam","RelativeStrength","Time","ShotOutcome","AssistedBy","ShotType","ShotPosition","ShotSide","Close"
"3961","0","59070","19","James Maddison","Leicester City","Chelsea","0","41","Goal","Marc Albrighton","right footed shot","the box","the centre","close"
"3962","1","59070","19","Wilfred Ndidi","Leicester City","Chelsea","0","6","Goal","Harvey Barnes","left footed shot","outside the box","N/A","close"
"3963","2","59070","19","James Maddison","Leicester City","Chelsea","0","16","Woodwork","Timothy Castagne","left footed shot","outside the box","N/A","close"
"3964","3","59070","19","Tammy Abraham","Chelsea","Leicester City","0","50","Blocked","Reece James","right footed shot","the box","the right","not close"
"3965","4","59070","19","Hakim Ziyech","Chelsea","Leicester City","0","90+2","Saved","Mason Mount","left footed shot","the box","the centre","close"
"3966","5","59070","19","Youri Tielemans","Leicester City","Chelsea","0","57","Saved","Jamie Vardy","left footed shot","the box","the left","close"
"3967","6","59070","19","Reece James","Chelsea","Leicester City","0","54","Saved","Mason Mount","an attempt","the box","the centre","close"
"3968","7","59070","19","Jonny Evans","Leicester City","Chelsea","0","53","Saved","James Maddison","header","the box","the centre","close"
"3969","8","59070","19","Tammy Abraham","Chelsea","Leicester City","0","51","Saved","Mason Mount","header","the box","the centre","close"
"3970","9","59070","19","Jamie Vardy","Leicester City","Chelsea","0","34","Saved","Marc Albrighton","right footed shot","the box","the right","close"
"3971","10","59070","19","Marc Albrighton","Leicester City","Chelsea","0","26","Saved","Harvey Barnes","right footed shot","outside the box","N/A","close"
"3972","11","59070","19","Thiago Silva","Chelsea","Leicester City","0","21","Saved","Mason Mount","header","the six yard box","the left","close"
"3973","12","59070","19","Reece James","Chelsea","Leicester City","0","20","Saved","Callum Hudson-Odoi","right footed shot","a difficult angle","the right","close"
"3974","13","59070","19","Christian Pulisic","Chelsea","Leicester City","0","58","Miss","Reece James","header","the box","the centre","not close"
"3975","14","59070","19","James Justin","Leicester City","Chelsea","0","50","Miss","Marc Albrighton","header","the box","the centre","close"
"3976","15","59070","19","Mason Mount","Chelsea","Leicester City","0","41","Miss","N/A","right footed shot","outside the box","N/A","not close"
"3977","16","59070","19","Callum Hudson-Odoi","Chelsea","Leicester City","0","32","Miss","Christian Pulisic","right footed shot","the box","the right","close"
"3978","0","59071","18","Billy Sharp","Sheffield United","Newcastle United","0","73","Goal","N/A","right footed shot","penalty","N/A","close"
"3979","1","59071","18","Rhian Brewster","Sheffield United","Newcastle United","0","84","Blocked","Billy Sharp","right footed shot","outside the box","N/A","not close"
"3980","2","59071","18","John Lundstram","Sheffield United","Newcastle United","0","62","Blocked","Jayden Bogle","right footed shot","the box","the right","not close"
"3981","3","59071","18","Oliver Burke","Sheffield United","Newcastle United","0","40","Blocked","John Fleck","right footed shot","the box","the right","not close"
"3982","4","59071","18","Isaac Hayden","Newcastle United","Sheffield United","0","38","Blocked","N/A","right footed shot","the box","the centre","not close"
"3983","5","59071","18","Oliver Burke","Sheffield United","Newcastle United","0","36","Blocked","John Fleck","right footed shot","the box","the left","not close"
"3984","6","59071","18","Oliver Burke","Sheffield United","Newcastle United","0","32","Blocked","Ethan Ampadu","right footed shot","the box","the centre","not close"
"3985","7","59071","18","John Fleck","Sheffield United","Newcastle United","0","32","Blocked","Ben Osborn","left footed shot","outside the box","N/A","not close"
"3986","8","59071","18","John Lundstram","Sheffield United","Newcastle United","0","23","Blocked","N/A","left footed shot","outside the box","N/A","not close"
"3987","9","59071","18","Jacob Murphy","Newcastle United","Sheffield United","0","90+2","Saved","N/A","right footed shot","outside the box","N/A","close"
"3988","10","59071","18","Callum Wilson","Newcastle United","Sheffield United","0","83","Saved","Jeff Hendrick","header","the box","the centre","close"
"3989","11","59071","18","Fabian Schar","Newcastle United","Sheffield United","0","63","Saved","N/A","right footed shot","long range","the left","close"
"3990","12","59071","18","Jayden Bogle","Sheffield United","Newcastle United","0","50","Saved","Oliver Burke","right footed shot","the six yard box","the right","close"
"3991","13","59071","18","Jayden Bogle","Sheffield United","Newcastle United","0","42","Saved","Oliver Burke","left footed shot","the box","the right","close"
"3992","14","59071","18","David McGoldrick","Sheffield United","Newcastle United","0","13","Saved","John Lundstram","right footed shot","the box","the left","close"
"3993","15","59071","18","Jacob Murphy","Newcastle United","Sheffield United","0","90+7","Miss","N/A","right footed shot","outside the box","N/A","not close"
"3994","16","59071","18","Rhian Brewster","Sheffield United","Newcastle United","0","75","Miss","N/A","right footed shot","outside the box","N/A","not close"
"3995","17","59071","18","Jayden Bogle","Sheffield United","Newcastle United","0","60","Miss","John Lundstram","left footed shot","the box","the right","not close"
"3996","18","59071","18","Oliver Burke","Sheffield United","Newcastle United","0","50","Miss","Ben Osborn","header","the box","the centre","close"
"3997","19","59071","18","Isaac Hayden","Newcastle United","Sheffield United","0","39","Miss","Ryan Fraser","header","the box","the centre","not close"
"3998","20","59071","18","David McGoldrick","Sheffield United","Newcastle United","0","30","Miss","Ethan Ampadu","header","very close range","N/A","close"
"3999","21","59071","18","Callum Wilson","Newcastle United","Sheffield United","0","28","Miss","Federico Fernandez","header","the box","the centre","close"
"4000","22","59071","18","John Lundstram","Sheffield United","Newcastle United","0","13","Miss","Jayden Bogle","left footed shot","the box","the right","not close"
"4001","23","59071","18","John Lundstram","Sheffield United","Newcastle United","0","10","Miss","Oliver Burke","right footed shot","the box","the left","not close"
"4002","0","59072","19","Michail Antonio","West Ham United","West Bromwich Albion","1","66","Goal","Andriy Yarmolenko","right footed shot","the box","the centre","close"
"4003","1","59072","19","Matheus Pereira","West Bromwich Albion","West Ham United","-1","51","Goal","Kamil Grosicki","left footed shot","outside the box","N/A","close"
"4004","2","59072","19","Jarrod Bowen","West Ham United","West Bromwich Albion","1","45+1","Goal","Vladimir Coufal","an attempt","very close range","N/A","close"
"4005","3","59072","19","Manuel Lanzini","West Ham United","West Bromwich Albion","1","58","Blocked","Michail Antonio","right footed shot","the box","the centre","not close"
"4006","4","59072","19","Said Benrahma","West Ham United","West Bromwich Albion","1","43","Blocked","N/A","right footed shot","the box","the left","not close"
"4007","5","59072","19","Vladimir Coufal","West Ham United","West Bromwich Albion","1","22","Blocked","N/A","left footed shot","outside the box","N/A","not close"
"4008","6","59072","19","Conor Gallagher","West Bromwich Albion","West Ham United","-1","78","Saved","Kieran Gibbs","right footed shot","the box","the centre","close"
"4009","7","59072","19","Andriy Yarmolenko","West Ham United","West Bromwich Albion","1","67","Saved","Michail Antonio","left footed shot","the box","the right","close"
"4010","8","59072","19","Declan Rice","West Ham United","West Bromwich Albion","1","60","Saved","Aaron Cresswell","left footed shot","a difficult angle","the left","close"
"4011","9","59072","19","Said Benrahma","West Ham United","West Bromwich Albion","1","41","Saved","Manuel Lanzini","right footed shot","outside the box","N/A","close"
"4012","10","59072","19","Manuel Lanzini","West Ham United","West Bromwich Albion","1","24","Saved","Aaron Cresswell","left footed shot","the box","the centre","close"
"4013","11","59072","19","Darnell Furlong","West Bromwich Albion","West Ham United","-1","89","Miss","Kieran Gibbs","left footed shot","the box","the centre","not close"
"4014","12","59072","19","Michail Antonio","West Ham United","West Bromwich Albion","1","82","Miss","Tomas Soucek","right footed shot","outside the box","N/A","not close"
"4015","13","59072","19","Matheus Pereira","West Bromwich Albion","West Ham United","-1","79","Miss","N/A","left footed shot","outside the box","N/A","not close"
"4016","14","59072","19","Declan Rice","West Ham United","West Bromwich Albion","1","74","Miss","Pablo Fornals","right footed shot","outside the box","N/A","not close"
"4017","15","59072","19","Declan Rice","West Ham United","West Bromwich Albion","1","59","Miss","Vladimir Coufal","right footed shot","outside the box","N/A","close"
"4018","16","59072","19","Manuel Lanzini","West Ham United","West Bromwich Albion","1","35","Miss","N/A","right footed shot","outside the box","N/A","not close"
"4019","17","59072","19","Callum Robinson","West Bromwich Albion","West Ham United","-1","31","Miss","Conor Gallagher","right footed shot","outside the box","N/A","not close"
"4020","18","59072","19","Matheus Pereira","West Bromwich Albion","West Ham United","-1","13","Miss","Kamil Grosicki","left footed shot","outside the box","N/A","not close"
"4021","19","59072","19","Craig Dawson","West Ham United","West Bromwich Albion","1","8","Miss","Aaron Cresswell","header","the box","the centre","close"
"4022","0","59073","18","Michael Keane","Everton","Wolverhampton Wanderers","0","77","Goal","Andre Gomes","header","the box","the centre","close"
"4023","1","59073","18","Ruben Neves","Wolverhampton Wanderers","Everton","0","14","Goal","Rayan Ait-Nouri","right footed shot","the box","the centre","close"
"4024","2","59073","18","Alex Iwobi","Everton","Wolverhampton Wanderers","0","6","Goal","Lucas Digne","right footed shot","the box","the centre","close"
"4025","3","59073","18","Ruben Neves","Wolverhampton Wanderers","Everton","0","85","Woodwork","N/A","right footed shot","outside the box","N/A","close"
"4026","4","59073","18","Pedro Neto","Wolverhampton Wanderers","Everton","0","82","Blocked","Ruben Neves","left footed shot","the box","the left","not close"
"4027","5","59073","18","Alex Iwobi","Everton","Wolverhampton Wanderers","0","75","Blocked","James Rodriguez","right footed shot","the box","the centre","not close"
"4028","6","59073","18","Leander Dendoncker","Wolverhampton Wanderers","Everton","0","20","Blocked","N/A","right footed shot","the box","the right","not close"
"4029","7","59073","18","Pedro Neto","Wolverhampton Wanderers","Everton","0","17","Blocked","Nelson Semedo","left footed shot","outside the box","N/A","not close"
"4030","8","59073","18","Ruben Neves","Wolverhampton Wanderers","Everton","0","25","Saved","Pedro Neto","right footed shot","outside the box","N/A","close"
"4031","9","59073","18","Alex Iwobi","Everton","Wolverhampton Wanderers","0","20","Saved","James Rodriguez","right footed shot","the box","the right","close"
"4032","10","59073","18","Fabio Silva","Wolverhampton Wanderers","Everton","0","17","Saved","Pedro Neto","right footed shot","the box","the centre","close"
"4033","11","59073","18","Leander Dendoncker","Wolverhampton Wanderers","Everton","0","90+3","Miss","Pedro Neto","header","the box","the centre","not close"
"4034","12","59073","18","Ruben Neves","Wolverhampton Wanderers","Everton","0","70","Miss","Joao Moutinho","right footed shot","outside the box","N/A","close"
"4035","13","59073","18","Leander Dendoncker","Wolverhampton Wanderers","Everton","0","54","Miss","Joao Moutinho","header","the box","the centre","not close"
"4036","14","59073","18","Yerry Mina","Everton","Wolverhampton Wanderers","0","45+1","Miss","Gylfi Sigurdsson","header","the six yard box","the left","close"
"4037","15","59073","18","Leander Dendoncker","Wolverhampton Wanderers","Everton","0","44","Miss","Rayan Ait-Nouri","right footed shot","outside the box","N/A","not close"
"4038","16","59073","18","Fabio Silva","Wolverhampton Wanderers","Everton","0","26","Miss","Pedro Neto","right footed shot","the six yard box","the left","not close"
"4039","0","59074","19","Ashley Barnes","Burnley","Liverpool","-2","83","Goal","N/A","right footed shot","penalty","N/A","close"
"4040","1","59074","19","Divock Origi","Liverpool","Burnley","2","43","Woodwork","N/A","right footed shot","the box","the centre","close"
"4041","2","59074","19","Takumi Minamino","Liverpool","Burnley","2","90+2","Blocked","N/A","left footed shot","outside the box","N/A","not close"
"4042","3","59074","19","Roberto Firmino","Liverpool","Burnley","2","89","Blocked","Trent Alexander-Arnold","right footed shot","the box","the centre","not close"
"4043","4","59074","19","Mohamed Salah","Liverpool","Burnley","2","87","Blocked","Sadio Mane","left footed shot","the box","the right","not close"
"4044","5","59074","19","Sadio Mane","Liverpool","Burnley","2","80","Blocked","Andrew Robertson","right footed shot","the box","the left","not close"
"4045","6","59074","19","Xherdan Shaqiri","Liverpool","Burnley","2","77","Blocked","Sadio Mane","left footed shot","outside the box","N/A","not close"
"4046","7","59074","19","Xherdan Shaqiri","Liverpool","Burnley","2","69","Blocked","Sadio Mane","left footed shot","the box","the right","not close"
"4047","8","59074","19","Xherdan Shaqiri","Liverpool","Burnley","2","59","Blocked","Sadio Mane","left footed shot","outside the box","N/A","not close"
"4048","9","59074","19","Andrew Robertson","Liverpool","Burnley","2","56","Blocked","Sadio Mane","left footed shot","outside the box","N/A","not close"
"4049","10","59074","19","Trent Alexander-Arnold","Liverpool","Burnley","2","40","Blocked","Xherdan Shaqiri","left footed shot","the box","the right","not close"
"4050","11","59074","19","Georginio Wijnaldum","Liverpool","Burnley","2","14","Blocked","Thiago","left footed shot","outside the box","N/A","not close"
"4051","12","59074","19","Sadio Mane","Liverpool","Burnley","2","7","Blocked","Trent Alexander-Arnold","header","the box","the centre","not close"
"4052","13","59074","19","Mohamed Salah","Liverpool","Burnley","2","60","Saved","Georginio Wijnaldum","left footed shot","the box","the centre","close"
"4053","14","59074","19","Trent Alexander-Arnold","Liverpool","Burnley","2","51","Saved","N/A","left footed shot","the box","the right","close"
"4054","15","59074","19","Andrew Robertson","Liverpool","Burnley","2","39","Saved","Sadio Mane","left footed shot","a difficult angle","the left","close"
"4055","16","59074","19","Robbie Brady","Burnley","Liverpool","-2","35","Saved","N/A","left footed shot","the box","the right","close"
"4056","17","59074","19","Divock Origi","Liverpool","Burnley","2","32","Saved","Sadio Mane","right footed shot","the box","the centre","close"
"4057","18","59074","19","Divock Origi","Liverpool","Burnley","2","29","Saved","Andrew Robertson","right footed shot","outside the box","N/A","close"
"4058","19","59074","19","Alex Oxlade-Chamberlain","Liverpool","Burnley","2","23","Saved","Sadio Mane","right footed shot","outside the box","N/A","close"
"4059","20","59074","19","Ashley Barnes","Burnley","Liverpool","-2","13","Saved","Chris Wood","right footed shot","outside the box","N/A","close"
"4060","21","59074","19","Ashley Barnes","Burnley","Liverpool","-2","10","Saved","Ashley Westwood","left footed shot","the box","the left","close"
"4061","22","59074","19","Dwight McNeil","Burnley","Liverpool","-2","90+1","Miss","Ashley Barnes","left footed shot","the box","the left","close"
"4062","23","59074","19","Trent Alexander-Arnold","Liverpool","Burnley","2","89","Miss","Sadio Mane","right footed shot","the box","the right","not close"
"4063","24","59074","19","Roberto Firmino","Liverpool","Burnley","2","72","Miss","Andrew Robertson","right footed shot","the box","the centre","not close"
"4064","25","59074","19","Johann Gudmundsson","Burnley","Liverpool","-2","71","Miss","Dwight McNeil","left footed shot","the six yard box","the left","close"
"4065","26","59074","19","Roberto Firmino","Liverpool","Burnley","2","69","Miss","Trent Alexander-Arnold","left footed shot","a difficult angle","the left","not close"
"4066","27","59074","19","Sadio Mane","Liverpool","Burnley","2","64","Miss","Mohamed Salah","right footed shot","the box","the centre","not close"
"4067","28","59074","19","Trent Alexander-Arnold","Liverpool","Burnley","2","45+1","Miss","Thiago","right footed shot","outside the box","N/A","not close"
"4068","29","59074","19","Trent Alexander-Arnold","Liverpool","Burnley","2","38","Miss","Thiago","right footed shot","outside the box","N/A","not close"
"4069","30","59074","19","Xherdan Shaqiri","Liverpool","Burnley","2","21","Miss","Georginio Wijnaldum","left footed shot","outside the box","N/A","close"
"4070","31","59074","19","Divock Origi","Liverpool","Burnley","2","5","Miss","N/A","right footed shot","outside the box","N/A","not close"
"4071","32","59074","19","Fabinho","Liverpool","Burnley","2","3","Miss","Xherdan Shaqiri","header","the box","the centre","not close"
"4072","0","59075","18","Phil Foden","Manchester City","Brighton and Hove Albion","3","44","Goal","Kevin De Bruyne","right footed shot","the box","the centre","close"
"4073","1","59075","18","Bernardo Silva","Manchester City","Brighton and Hove Albion","3","59","Woodwork","N/A","left footed shot","the box","the centre","close"
"4074","2","59075","18","Raheem Sterling","Manchester City","Brighton and Hove Albion","3","83","Blocked","Kevin De Bruyne","right footed shot","the box","the left","not close"
"4075","3","59075","18","Neal Maupay","Brighton and Hove Albion","Manchester City","-3","78","Blocked","Leandro Trossard","left footed shot","outside the box","N/A","not close"
"4076","4","59075","18","Phil Foden","Manchester City","Brighton and Hove Albion","3","50","Blocked","N/A","left footed shot","the box","the left","not close"
"4077","5","59075","18","Joao Cancelo","Manchester City","Brighton and Hove Albion","3","33","Blocked","N/A","right footed shot","outside the box","N/A","not close"
"4078","6","59075","18","Kevin De Bruyne","Manchester City","Brighton and Hove Albion","3","32","Blocked","Riyad Mahrez","left footed shot","outside the box","N/A","not close"
"4079","7","59075","18","Kevin De Bruyne","Manchester City","Brighton and Hove Albion","3","30","Blocked","Bernardo Silva","right footed shot","the box","the centre","not close"
"4080","8","59075","18","Oleksandr Zinchenko","Manchester City","Brighton and Hove Albion","3","7","Blocked","Phil Foden","left footed shot","the box","the left","not close"
"4081","9","59075","18","Kevin De Bruyne","Manchester City","Brighton and Hove Albion","3","66","Saved","Riyad Mahrez","left footed shot","outside the box","N/A","close"
"4082","10","59075","18","Joao Cancelo","Manchester City","Brighton and Hove Albion","3","66","Saved","Bernardo Silva","left footed shot","the box","the centre","close"
"4083","11","59075","18","Ilkay Gundogan","Manchester City","Brighton and Hove Albion","3","59","Saved","Riyad Mahrez","right footed shot","the box","the centre","close"
"4084","12","59075","18","Davy Propper","Brighton and Hove Albion","Manchester City","-3","56","Saved","N/A","right footed shot","outside the box","N/A","close"
"4085","13","59075","18","Kevin De Bruyne","Manchester City","Brighton and Hove Albion","3","40","Saved","Phil Foden","right footed shot","the box","the right","close"
"4086","14","59075","18","Kevin De Bruyne","Manchester City","Brighton and Hove Albion","3","14","Saved","Ilkay Gundogan","right footed shot","the six yard box","the left","close"
"4087","15","59075","18","Alexis Mac Allister","Brighton and Hove Albion","Manchester City","-3","60","Miss","Percy Tau","right footed shot","outside the box","N/A","not close"
"4088","16","59075","18","Riyad Mahrez","Manchester City","Brighton and Hove Albion","3","58","Miss","Joao Cancelo","left footed shot","the box","the right","close"
"4089","17","59075","18","Ilkay Gundogan","Manchester City","Brighton and Hove Albion","3","41","Miss","Kevin De Bruyne","right footed shot","the box","the centre","not close"
"4090","18","59075","18","Leandro Trossard","Brighton and Hove Albion","Manchester City","-3","19","Miss","Alexis Mac Allister","right footed shot","the box","the left","not close"
"4091","19","59075","18","Joel Veltman","Brighton and Hove Albion","Manchester City","-3","13","Miss","Leandro Trossard","right footed shot","a difficult angle","the right","not close"
"4092","0","59076","19","Pierre-Emerick Aubameyang","Arsenal","Newcastle United","1","77","Goal","Cedric Soares","right footed shot","the box","the centre","close"
"4093","1","59076","19","Bukayo Saka","Arsenal","Newcastle United","1","61","Goal","Emile Smith Rowe","left footed shot","the box","the centre","close"
"4094","2","59076","19","Pierre-Emerick Aubameyang","Arsenal","Newcastle United","1","50","Goal","Thomas Partey","left footed shot","the box","the left","close"
"4095","3","59076","19","Pierre-Emerick Aubameyang","Arsenal","Newcastle United","1","15","Woodwork","N/A","left footed shot","the six yard box","the left","close"
"4096","4","59076","19","Willian","Arsenal","Newcastle United","1","86","Blocked","N/A","right footed shot","outside the box","N/A","not close"
"4097","5","59076","19","Callum Wilson","Newcastle United","Arsenal","-1","63","Blocked","Miguel Almiron","left footed shot","the box","the centre","not close"
"4098","6","59076","19","Granit Xhaka","Arsenal","Newcastle United","1","63","Blocked","Emile Smith Rowe","left footed shot","outside the box","N/A","not close"
"4099","7","59076","19","Bukayo Saka","Arsenal","Newcastle United","1","58","Blocked","Alexandre Lacazette","left footed shot","the box","the centre","not close"
"4100","8","59076","19","Alexandre Lacazette","Arsenal","Newcastle United","1","66","Saved","Bukayo Saka","header","the six yard box","the left","close"
"4101","9","59076","19","Jamaal Lascelles","Newcastle United","Arsenal","-1","53","Saved","Jonjo Shelvey","header","the box","the centre","close"
"4102","10","59076","19","Alexandre Lacazette","Arsenal","Newcastle United","1","47","Saved","N/A","right footed shot","the box","the right","close"
"4103","11","59076","19","Bukayo Saka","Arsenal","Newcastle United","1","15","Saved","Emile Smith Rowe","right footed shot","the box","the right","close"
"4104","12","59076","19","Gabriel Martinelli","Arsenal","Newcastle United","1","90+3","Miss","Kieran Tierney","header","the box","the centre","not close"
"4105","13","59076","19","David Luiz","Arsenal","Newcastle United","1","89","Miss","Willian","header","the box","the centre","not close"
"4106","14","59076","19","Bukayo Saka","Arsenal","Newcastle United","1","71","Miss","Alexandre Lacazette","left footed shot","outside the box","N/A","not close"
"4107","15","59076","19","Kieran Tierney","Arsenal","Newcastle United","1","68","Miss","N/A","left footed shot","outside the box","N/A","not close"
"4108","16","59076","19","Kieran Tierney","Arsenal","Newcastle United","1","58","Miss","N/A","left footed shot","outside the box","N/A","not close"
"4109","17","59076","19","Andy Carroll","Newcastle United","Arsenal","-1","56","Miss","Callum Wilson","left footed shot","outside the box","N/A","close"
"4110","18","59076","19","David Luiz","Arsenal","Newcastle United","1","45","Miss","Bukayo Saka","header","the box","the centre","not close"
"4111","19","59076","19","Pierre-Emerick Aubameyang","Arsenal","Newcastle United","1","40","Miss","Thomas Partey","right footed shot","the box","the left","close"
"4112","20","59076","19","Pierre-Emerick Aubameyang","Arsenal","Newcastle United","1","27","Miss","Emile Smith Rowe","left footed shot","the box","the centre","not close"
"4113","21","59076","19","Miguel Almiron","Newcastle United","Arsenal","-1","24","Miss","Andy Carroll","left footed shot","the box","the left","not close"
"4114","22","59076","19","Thomas Partey","Arsenal","Newcastle United","1","22","Miss","Bukayo Saka","right footed shot","outside the box","N/A","not close"
"4115","23","59076","19","David Luiz","Arsenal","Newcastle United","1","14","Miss","Cedric Soares","an attempt","the box","the centre","not close"
"4116","0","59078","19","Mason Mount","Chelsea","Fulham","2","78","Goal","N/A","right footed shot","the box","the centre","close"
"4117","1","59078","19","Mason Mount","Chelsea","Fulham","2","25","Woodwork","N/A","right footed shot","the box","the right","close"
"4118","2","59078","19","Mason Mount","Chelsea","Fulham","2","90","Blocked","N/A","right footed shot","outside the box","N/A","not close"
"4119","3","59078","19","Hakim Ziyech","Chelsea","Fulham","2","73","Blocked","Olivier Giroud","left footed shot","outside the box","N/A","not close"
"4120","4","59078","19","Hakim Ziyech","Chelsea","Fulham","2","71","Blocked","Christian Pulisic","left footed shot","outside the box","N/A","not close"
"4121","5","59078","19","Ivan Cavaleiro","Fulham","Chelsea","-2","68","Blocked","N/A","left footed shot","the box","the left","not close"
"4122","6","59078","19","Hakim Ziyech","Chelsea","Fulham","2","59","Blocked","Cesar Azpilicueta","left footed shot","the box","the right","not close"
"4123","7","59078","19","Thiago Silva","Chelsea","Fulham","2","51","Blocked","Mason Mount","header","the box","the centre","not close"
"4124","8","59078","19","Olivier Giroud","Chelsea","Fulham","2","51","Blocked","Mason Mount","right footed shot","the six yard box","the right","not close"
"4125","9","59078","19","Ben Chilwell","Chelsea","Fulham","2","21","Blocked","Jorginho","left footed shot","outside the box","N/A","not close"
"4126","10","59078","19","Antonee Robinson","Fulham","Chelsea","-2","17","Blocked","N/A","right footed shot","the box","the left","not close"
"4127","11","59078","19","Ademola Lookman","Fulham","Chelsea","-2","17","Blocked","N/A","right footed shot","the box","the left","not close"
"4128","12","59078","19","Mason Mount","Chelsea","Fulham","2","4","Blocked","Hakim Ziyech","right footed shot","the box","the centre","not close"
"4129","13","59078","19","Aboubakar Kamara","Fulham","Chelsea","-2","88","Saved","N/A","right footed shot","outside the box","N/A","close"
"4130","14","59078","19","Harrison Reed","Fulham","Chelsea","-2","69","Saved","Ivan Cavaleiro","right footed shot","the box","the left","close"
"4131","15","59078","19","Tammy Abraham","Chelsea","Fulham","2","66","Saved","Antonio Rudiger","header","the box","the centre","close"
"4132","16","59078","19","Olivier Giroud","Chelsea","Fulham","2","53","Saved","Mason Mount","header","the box","the centre","close"
"4133","17","59078","19","Antonio Rudiger","Chelsea","Fulham","2","26","Saved","Mason Mount","header","the box","the centre","close"
"4134","18","59078","19","Hakim Ziyech","Chelsea","Fulham","2","23","Saved","Olivier Giroud","left footed shot","outside the box","N/A","close"
"4135","19","59078","19","Olivier Giroud","Chelsea","Fulham","2","9","Saved","Mason Mount","left footed shot","outside the box","N/A","close"
"4136","20","59078","19","Timo Werner","Chelsea","Fulham","2","90+4","Miss","Christian Pulisic","right footed shot","the box","the centre","not close"
"4137","21","59078","19","Cesar Azpilicueta","Chelsea","Fulham","2","90+2","Miss","Timo Werner","right footed shot","the box","the centre","not close"
"4138","22","59078","19","Ola Aina","Fulham","Chelsea","-2","65","Miss","N/A","right footed shot","long range","N/A","not close"
"4139","23","59078","19","Cesar Azpilicueta","Chelsea","Fulham","2","60","Miss","Mason Mount","header","the box","the centre","not close"
"4140","24","59078","19","Hakim Ziyech","Chelsea","Fulham","2","55","Miss","Mason Mount","left footed shot","outside the box","N/A","not close"
"4141","25","59078","19","Ola Aina","Fulham","Chelsea","-2","54","Miss","Ivan Cavaleiro","right footed shot","outside the box","N/A","not close"
"4142","26","59078","19","Ivan Cavaleiro","Fulham","Chelsea","-2","42","Miss","Antonee Robinson","header","the box","the centre","not close"
"4143","27","59078","19","Ivan Cavaleiro","Fulham","Chelsea","-2","41","Miss","Kenny Tete","right footed shot","the box","the centre","not close"
"4144","28","59078","19","Ademola Lookman","Fulham","Chelsea","-2","39","Miss","Bobby De Cordova-Reid","right footed shot","a difficult angle","the right","not close"
"4145","29","59078","19","Christian Pulisic","Chelsea","Fulham","2","32","Miss","Mateo Kovacic","right footed shot","outside the box","N/A","not close"
"4146","30","59078","19","Olivier Giroud","Chelsea","Fulham","2","16","Miss","Thiago Silva","left footed shot","the box","the centre","close"
"4147","0","59079","19","Neal Maupay","Brighton and Hove Albion","Leeds United","0","17","Goal","Alexis Mac Allister","right footed shot","the six yard box","the left","close"
"4148","1","59079","19","Tyler Roberts","Leeds United","Brighton and Hove Albion","0","88","Blocked","Luke Ayling","right footed shot","the box","the centre","not close"
"4149","2","59079","19","Jack Harrison","Leeds United","Brighton and Hove Albion","0","70","Blocked","Luke Ayling","left footed shot","outside the box","N/A","not close"
"4150","3","59079","19","Ben White","Brighton and Hove Albion","Leeds United","0","65","Blocked","Pascal Groß","right footed shot","outside the box","N/A","not close"
"4151","4","59079","19","Ben White","Brighton and Hove Albion","Leeds United","0","27","Blocked","N/A","right footed shot","the box","the right","not close"
"4152","5","59079","19","Adam Webster","Brighton and Hove Albion","Leeds United","0","81","Saved","Solly March","left footed shot","outside the box","N/A","close"
"4153","6","59079","19","Tyler Roberts","Leeds United","Brighton and Hove Albion","0","65","Saved","Patrick Bamford","right footed shot","the box","the right","close"
"4154","7","59079","19","Liam Cooper","Leeds United","Brighton and Hove Albion","0","63","Saved","Raphinha","header","the box","the centre","close"
"4155","8","59079","19","Mateusz Klich","Leeds United","Brighton and Hove Albion","0","90+1","Miss","N/A","right footed shot","outside the box","N/A","not close"
"4156","9","59079","19","Leandro Trossard","Brighton and Hove Albion","Leeds United","0","62","Miss","Neal Maupay","left footed shot","the box","the centre","not close"
"4157","10","59079","19","Jack Harrison","Leeds United","Brighton and Hove Albion","0","50","Miss","N/A","left footed shot","the box","the right","not close"
"4158","11","59079","19","Neal Maupay","Brighton and Hove Albion","Leeds United","0","49","Miss","Alexis Mac Allister","right footed shot","the box","the right","not close"
"4159","12","59079","19","Dan Burn","Brighton and Hove Albion","Leeds United","0","27","Miss","Lewis Dunk","left footed shot","very close range","N/A","close"
"4160","13","59079","19","Mateusz Klich","Leeds United","Brighton and Hove Albion","0","15","Miss","N/A","left footed shot","outside the box","N/A","not close"
"4161","0","59080","19","Harvey Barnes","Leicester City","Southampton","1","90+5","Goal","Youri Tielemans","right footed shot","the box","the centre","close"
"4162","1","59080","19","James Maddison","Leicester City","Southampton","1","37","Goal","Youri Tielemans","right footed shot","a difficult angle","the right","close"
"4163","2","59080","19","Stuart Armstrong","Southampton","Leicester City","-1","73","Woodwork","Daniel N'Lundulu","right footed shot","outside the box","N/A","close"
"4164","3","59080","19","Jamie Vardy","Leicester City","Southampton","1","83","Blocked","Ayoze Perez","right footed shot","the box","the centre","not close"
"4165","4","59080","19","Harvey Barnes","Leicester City","Southampton","1","75","Blocked","N/A","left footed shot","the six yard box","the left","not close"
"4166","5","59080","19","Jamie Vardy","Leicester City","Southampton","1","63","Blocked","James Maddison","left footed shot","the box","the left","not close"
"4167","6","59080","19","Jamie Vardy","Leicester City","Southampton","1","85","Saved","James Justin","left footed shot","the box","the centre","close"
